TEAM,DATE,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
IND,04/08/2008,IND vs. ATL,W,241,112,41,80,51.3,8,21,38.1,22,26,84.6,8,36,44,20,5,9,13,22,14
NYK,04/08/2008,NYK @ DET,W,241,98,41,76,53.9,6,16,37.5,10,13,76.9,7,38,45,18,6,7,22,21,4
DEN,04/08/2008,DEN @ LAC,W,240,117,43,84,51.2,4,18,22.2,27,36,75,13,40,53,27,6,3,10,19,18
UTA,04/08/2008,UTA @ NOH,W,240,77,35,80,43.8,4,19,21.1,3,5,60,12,35,47,23,13,3,22,17,11
LAC,04/08/2008,LAC vs. DEN,L,240,99,38,86,44.2,6,19,31.6,17,24,70.8,10,29,39,27,5,3,10,26,-18
MIN,04/08/2008,MIN @ CHA,L,240,119,50,97,51.5,5,16,31.3,14,16,87.5,15,23,38,21,7,2,11,23,-2
BOS,04/08/2008,BOS @ MIL,W,267,107,36,73,49.3,7,22,31.8,28,39,71.8,8,34,42,21,11,3,23,28,3
NOH,04/08/2008,NOH vs. UTA,L,240,66,27,74,36.5,3,14,21.4,9,13,69.2,8,28,36,18,10,4,19,13,-11
LAL,04/06/2008,LAL @ SAC,W,241,114,41,78,52.6,12,22,54.5,20,24,83.3,12,34,46,26,11,6,19,23,22
MIL,04/06/2008,MIL @ IND,L,240,97,39,83,47,2,10,20,17,24,70.8,9,39,48,18,5,6,15,21,-8
DET,04/06/2008,DET @ MIA,W,239,91,35,70,50,5,13,38.5,16,19,84.2,6,35,41,16,6,10,13,21,16
HOU,04/06/2008,HOU @ LAC,W,239,105,38,79,48.1,7,19,36.8,22,27,81.5,11,40,51,24,5,1,12,17,26
SAS,04/06/2008,SAS @ POR,W,239,72,28,72,38.9,4,15,26.7,12,15,80,6,37,43,15,1,1,9,17,7
LAC,04/06/2008,LAC vs. HOU,L,240,79,35,81,43.2,1,6,16.7,8,15,53.3,7,26,33,24,8,8,10,20,-26
DEN,04/06/2008,DEN @ SEA,L,291,147,54,107,50.5,12,30,40,27,39,69.2,8,36,44,33,9,8,14,26,-4
SEA,04/06/2008,SEA vs. DEN,W,290,151,61,116,52.6,4,11,36.4,25,28,89.3,12,40,52,35,6,2,15,27,4
MIN,04/06/2008,MIN vs. MEM,L,240,101,43,83,51.8,3,13,23.1,12,16,75,6,36,42,19,5,2,14,23,-12
NYK,04/06/2008,NYK vs. ORL,W,241,100,33,92,35.9,7,23,30.4,27,35,77.1,17,38,55,20,8,0,8,25,10
NOH,04/06/2008,NOH vs. GSW,W,242,108,44,87,50.6,9,23,39.1,11,15,73.3,10,34,44,31,14,2,18,17,12
IND,04/06/2008,IND vs. MIL,W,239,105,38,91,41.8,12,30,40,17,25,68,13,32,45,25,10,4,8,20,8
DAL,04/06/2008,DAL @ PHX,W,240,105,41,87,47.1,1,10,10,22,25,88,13,31,44,18,8,7,6,21,7
MEM,04/06/2008,MEM @ MIN,W,240,113,38,86,44.2,9,24,37.5,28,32,87.5,7,34,41,25,9,7,9,16,12
GSW,04/06/2008,GSW @ NOH,L,239,96,43,95,45.3,3,29,10.3,7,9,77.8,14,29,43,20,8,3,17,18,-12
MIA,04/06/2008,MIA vs. DET,L,241,75,25,71,35.2,7,20,35,18,22,81.8,6,27,33,15,7,3,11,18,-16
PHX,04/06/2008,PHX vs. DAL,L,240,98,37,87,42.5,6,15,40,18,22,81.8,10,32,42,25,4,3,11,19,-7
ORL,04/06/2008,ORL @ NYK,L,240,90,32,80,40,9,36,25,17,29,58.6,11,41,52,17,3,3,14,25,-10
SAC,04/06/2008,SAC vs. LAL,L,241,92,33,79,41.8,5,18,27.8,21,25,84,8,25,33,11,10,2,16,22,-22
POR,04/06/2008,POR vs. SAS,L,240,65,25,73,34.2,2,6,33.3,13,17,76.5,8,34,42,12,5,5,9,14,-7
PHI,04/05/2008,PHI vs. ATL,L,241,85,31,74,41.9,5,16,31.3,18,24,75,7,26,33,16,9,3,11,19,-7
CLE,04/05/2008,CLE vs. ORL,L,238,86,34,88,38.6,5,17,29.4,13,21,61.9,18,30,48,25,6,10,16,19,-15
SAC,04/05/2008,SAC @ DEN,W,240,118,41,88,46.6,6,15,40,30,36,83.3,14,31,45,27,11,1,21,24,3
ORL,04/05/2008,ORL @ CLE,W,240,101,36,77,46.8,11,26,42.3,18,20,90,6,27,33,24,10,3,11,20,15
DEN,04/05/2008,DEN vs. SAC,L,241,115,41,90,45.6,8,31,25.8,25,35,71.4,16,29,45,29,10,7,22,27,-3
CHA,04/05/2008,CHA vs. BOS,L,241,78,33,78,42.3,3,13,23.1,9,16,56.3,7,28,35,17,6,4,15,19,-23
BOS,04/05/2008,BOS @ CHA,W,240,101,34,78,43.6,6,17,35.3,27,34,79.4,15,39,54,14,13,5,13,18,23
CHI,04/05/2008,CHI vs. WAS,L,240,87,33,77,42.9,7,18,38.9,14,23,60.9,7,21,28,16,12,4,9,20,-12
NJN,04/05/2008,NJN vs. TOR,W,240,99,38,80,47.5,8,21,38.1,15,16,93.8,10,32,42,25,7,4,11,23,9
TOR,04/05/2008,TOR @ NJN,L,240,90,34,81,42,3,22,13.6,19,25,76,12,26,38,24,6,5,10,15,-9
ATL,04/05/2008,ATL @ PHI,W,241,92,34,71,47.9,5,13,38.5,19,27,70.4,11,31,42,18,5,4,16,18,7
WAS,04/05/2008,WAS @ CHI,W,240,99,39,82,47.6,5,21,23.8,16,17,94.1,17,36,53,20,4,4,18,17,12
NYK,04/04/2008,NYK @ NOH,L,240,110,44,80,55,4,16,25,18,22,81.8,10,31,41,21,4,2,15,23,-8
MIL,04/04/2008,MIL vs. IND,L,239,101,37,86,43,2,10,20,25,35,71.4,14,31,45,23,14,4,16,30,-4
NJN,04/04/2008,NJN @ DET,L,240,87,34,75,45.3,1,12,8.3,18,27,66.7,10,21,31,20,6,5,12,16,-19
TOR,04/04/2008,TOR vs. CHA,L,241,100,41,90,45.6,4,17,23.5,14,16,87.5,10,35,45,29,6,3,12,21,-5
DET,04/04/2008,DET vs. NJN,W,240,106,42,80,52.5,6,17,35.3,16,22,72.7,17,31,48,29,10,4,15,26,19
IND,04/04/2008,IND @ MIL,W,240,105,34,72,47.2,8,19,42.1,29,35,82.9,6,36,42,23,7,3,21,26,4
SEA,04/04/2008,SEA vs. HOU,L,240,66,25,83,30.1,1,6,16.7,15,17,88.2,21,31,52,13,8,3,18,18,-13
SAS,04/04/2008,SAS @ UTA,L,238,64,24,66,36.4,2,12,16.7,14,18,77.8,5,34,39,8,5,6,16,18,-26
NOH,04/04/2008,NOH vs. NYK,W,240,118,43,84,51.2,8,20,40,24,28,85.7,9,24,33,26,12,7,5,15,8
DAL,04/04/2008,DAL @ LAL,L,240,108,43,82,52.4,6,18,33.3,16,24,66.7,13,26,39,19,5,1,8,26,-4
HOU,04/04/2008,HOU @ SEA,W,241,79,31,78,39.7,8,23,34.8,9,15,60,12,30,42,18,7,4,12,18,13
UTA,04/04/2008,UTA vs. SAS,W,240,90,32,78,41,10,19,52.6,16,19,84.2,11,33,44,21,10,3,12,16,26
PHX,04/04/2008,PHX vs. MIN,W,238,117,43,76,56.6,9,17,52.9,22,30,73.3,8,44,52,31,3,10,15,12,29
PHI,04/04/2008,PHI @ ATL,W,242,109,40,78,51.3,4,12,33.3,25,28,89.3,5,24,29,22,11,4,10,20,5
ATL,04/04/2008,ATL vs. PHI,L,241,104,42,81,51.9,4,13,30.8,16,21,76.2,12,27,39,33,4,5,12,18,-5
WAS,04/04/2008,WAS vs. MIA,W,240,109,38,73,52.1,12,22,54.5,21,24,87.5,12,28,40,28,5,6,10,14,14
CHA,04/04/2008,CHA @ TOR,W,240,105,39,83,47,8,20,40,19,25,76,7,36,43,27,7,4,11,17,5
MIN,04/04/2008,MIN @ PHX,L,240,88,39,102,38.2,3,10,30,7,13,53.8,15,24,39,14,9,2,5,21,-29
LAL,04/04/2008,LAL vs. DAL,W,240,112,39,74,52.7,7,14,50,27,32,84.4,11,25,36,26,6,6,10,22,4
MIA,04/04/2008,MIA @ WAS,L,240,95,33,72,45.8,19,32,59.4,10,15,66.7,7,18,25,26,9,4,12,17,-14
MEM,04/04/2008,MEM vs. GSW,L,240,86,34,87,39.1,5,22,22.7,13,22,59.1,8,31,39,14,8,7,18,11,-31
GSW,04/04/2008,GSW @ MEM,W,241,117,49,91,53.8,8,20,40,11,13,84.6,10,45,55,25,9,5,18,21,31
LAC,04/03/2008,LAC @ SAC,L,241,98,40,94,42.6,5,12,41.7,13,24,54.2,21,29,50,22,10,7,17,26,-12
HOU,04/03/2008,HOU @ POR,W,239,95,34,73,46.6,11,22,50,16,18,88.9,6,29,35,18,7,7,12,18,9
SAC,04/03/2008,SAC vs. LAC,W,240,110,38,81,46.9,5,11,45.5,29,35,82.9,11,33,44,21,13,5,15,20,12
CLE,04/03/2008,CLE vs. CHI,L,241,98,38,83,45.8,4,12,33.3,18,26,69.2,14,27,41,23,11,5,12,21,-3
CHI,04/03/2008,CHI @ CLE,W,240,101,38,71,53.5,6,15,40,19,23,82.6,5,28,33,29,5,10,17,22,3
POR,04/03/2008,POR vs. HOU,L,239,86,33,83,39.8,4,13,30.8,16,18,88.9,12,32,44,15,4,3,10,17,-9
NYK,04/02/2008,NYK @ MEM,L,239,114,42,95,44.2,5,20,25,25,32,78.1,17,30,47,23,10,2,10,21,-16
TOR,04/02/2008,TOR @ ATL,L,265,120,48,92,52.2,6,16,37.5,18,19,94.7,10,27,37,36,5,3,13,24,-7
UTA,04/02/2008,UTA vs. MIN,W,238,117,44,74,59.5,12,22,54.5,17,22,77.3,8,29,37,30,9,3,15,19,17
MIL,04/02/2008,MIL @ WAS,W,240,110,46,84,54.8,7,22,31.8,11,19,57.9,12,29,41,29,6,4,16,18,1
POR,04/02/2008,POR @ LAL,L,241,91,34,81,42,12,27,44.4,11,15,73.3,12,26,38,20,7,2,14,23,-13
MIN,04/02/2008,MIN @ UTA,L,240,100,35,74,47.3,7,17,41.2,23,29,79.3,10,22,32,24,10,0,15,18,-17
LAC,04/02/2008,LAC @ SEA,W,239,102,40,84,47.6,5,11,45.5,17,19,89.5,11,38,49,21,10,5,17,18,18
MEM,04/02/2008,MEM vs. NYK,W,241,130,48,80,60,15,33,45.5,19,26,73.1,3,39,42,21,3,1,14,22,16
DAL,04/02/2008,DAL vs. GSW,W,241,111,45,94,47.9,7,21,33.3,14,16,87.5,17,39,56,35,10,6,11,15,25
BOS,04/02/2008,BOS vs. IND,W,241,92,35,79,44.3,6,24,25,16,21,76.2,12,39,51,27,9,3,18,24,15
IND,04/02/2008,IND @ BOS,L,239,77,26,73,35.6,6,29,20.7,19,31,61.3,14,27,41,13,11,3,20,20,-15
SEA,04/02/2008,SEA vs. LAC,L,240,84,35,93,37.6,1,11,9.1,13,20,65,17,33,50,17,5,3,14,19,-18
NOH,04/02/2008,NOH @ MIA,W,239,106,41,85,48.2,7,18,38.9,17,25,68,12,38,50,22,7,2,6,20,29
CLE,04/02/2008,CLE @ CHA,W,239,118,46,87,52.9,3,13,23.1,23,34,67.6,17,30,47,28,10,7,10,23,4
GSW,04/02/2008,GSW @ DAL,L,240,86,33,86,38.4,4,16,25,16,19,84.2,12,26,38,10,7,6,15,14,-25
WAS,04/02/2008,WAS vs. MIL,L,241,109,43,77,55.8,7,17,41.2,16,23,69.6,8,26,34,22,12,3,16,22,-1
ATL,04/02/2008,ATL vs. TOR,W,264,127,47,92,51.1,12,22,54.5,21,25,84,13,34,47,35,7,3,14,17,7
MIA,04/02/2008,MIA vs. NOH,L,240,77,27,74,36.5,11,27,40.7,12,19,63.2,8,32,40,20,5,5,13,21,-29
LAL,04/02/2008,LAL vs. POR,W,240,104,37,75,49.3,8,17,47.1,22,25,88,8,34,42,26,9,4,14,16,13
CHA,04/02/2008,CHA vs. CLE,L,241,114,43,81,53.1,5,14,35.7,23,32,71.9,12,26,38,26,7,4,14,22,-4
PHX,04/01/2008,PHX @ DEN,L,239,120,47,89,52.8,12,29,41.4,14,26,53.8,9,36,45,33,8,4,17,29,-6
DET,04/01/2008,DET @ MIN,W,242,94,32,80,40,4,11,36.4,26,33,78.8,13,32,45,13,6,6,8,21,4
ORL,04/01/2008,ORL vs. NOH,L,240,97,37,74,50,13,29,44.8,10,15,66.7,2,28,30,20,4,3,11,25,-1
SAS,04/01/2008,SAS vs. GSW,W,242,116,49,89,55.1,11,24,45.8,7,12,58.3,10,44,54,25,8,7,16,16,24
MIN,04/01/2008,MIN vs. DET,L,241,90,32,75,42.7,4,17,23.5,22,29,75.9,7,37,44,20,5,4,12,26,-4
GSW,04/01/2008,GSW @ SAS,L,240,92,33,88,37.5,8,20,40,18,22,81.8,11,26,37,8,9,5,13,11,-24
NYK,04/01/2008,NYK @ MIL,L,265,115,47,98,48,6,22,27.3,15,23,65.2,12,33,45,29,7,3,14,23,-4
NOH,04/01/2008,NOH @ ORL,W,241,98,35,86,40.7,7,18,38.9,21,27,77.8,21,30,51,18,5,4,11,18,1
NJN,04/01/2008,NJN vs. PHI,L,238,99,41,84,48.8,7,21,33.3,10,13,76.9,13,25,38,25,5,8,16,19,-9
BOS,04/01/2008,BOS @ CHI,W,238,106,35,71,49.3,14,25,56,22,28,78.6,11,34,45,24,7,8,19,26,14
HOU,04/01/2008,HOU @ SAC,L,240,98,33,82,40.2,4,16,25,28,35,80,21,28,49,19,11,9,15,27,-1
MIL,04/01/2008,MIL vs. NYK,W,265,119,45,92,48.9,6,16,37.5,23,29,79.3,12,38,50,27,8,3,16,17,4
SAC,04/01/2008,SAC vs. HOU,W,241,99,36,71,50.7,6,14,42.9,21,29,72.4,4,24,28,16,9,4,16,26,1
DEN,04/01/2008,DEN vs. PHX,W,240,126,40,78,51.3,9,17,52.9,37,47,78.7,6,39,45,24,13,2,16,27,6
PHI,04/01/2008,PHI @ NJN,W,239,108,40,80,50,4,13,30.8,24,29,82.8,10,29,39,28,11,6,10,20,9
CHI,04/01/2008,CHI vs. BOS,L,241,92,30,72,41.7,8,17,47.1,24,31,77.4,8,25,33,22,12,7,16,20,-14
DAL,03/31/2008,DAL @ LAC,W,241,93,33,74,44.6,4,15,26.7,23,30,76.7,5,26,31,17,11,5,13,28,7
WAS,03/31/2008,WAS @ UTA,L,239,87,30,68,44.1,5,16,31.3,22,27,81.5,9,14,23,16,6,4,15,18,-42
LAC,03/31/2008,LAC vs. DAL,L,240,86,25,68,36.8,6,13,46.2,30,35,85.7,14,31,45,16,6,7,23,23,-7
MEM,03/31/2008,MEM vs. ATL,L,239,99,41,76,53.9,8,20,40,9,19,47.4,9,25,34,16,5,1,16,21,-17
MIA,03/31/2008,MIA @ IND,L,240,85,28,67,41.8,9,17,52.9,20,30,66.7,10,26,36,15,8,9,21,21,-20
TOR,03/31/2008,TOR @ CHA,W,241,104,37,79,46.8,3,10,30,27,37,73,9,30,39,21,6,2,11,19,4
PHX,03/31/2008,PHX vs. DEN,W,241,132,44,91,48.4,11,24,45.8,33,36,91.7,14,36,50,23,9,1,10,23,15
IND,03/31/2008,IND vs. MIA,W,241,105,36,82,43.9,10,24,41.7,23,25,92,14,29,43,21,12,3,14,24,20
UTA,03/31/2008,UTA vs. WAS,W,239,129,50,84,59.5,15,26,57.7,14,17,82.4,14,26,40,40,11,3,11,24,42
CHA,03/31/2008,CHA vs. TOR,L,240,100,38,84,45.2,8,24,33.3,16,20,80,7,31,38,21,9,5,10,26,-4
ATL,03/31/2008,ATL @ MEM,W,239,116,43,77,55.8,10,22,45.5,20,21,95.2,4,27,31,28,9,1,11,16,17
DEN,03/31/2008,DEN @ PHX,L,240,117,48,91,52.7,5,16,31.3,16,27,59.3,8,25,33,20,5,7,10,25,-15
WAS,03/30/2008,WAS @ LAL,L,265,120,41,88,46.6,17,30,56.7,21,29,72.4,9,34,43,29,6,5,7,22,-6
HOU,03/30/2008,HOU @ SAS,L,240,88,33,82,40.2,4,13,30.8,18,25,72,13,27,40,12,3,5,6,19,-21
NOH,03/30/2008,NOH @ TOR,W,239,118,48,80,60,8,15,53.3,14,17,82.4,6,28,34,25,5,4,9,11,7
MIA,03/30/2008,MIA @ BOS,L,241,62,17,59,28.8,4,21,19,24,29,82.8,6,25,31,12,9,6,19,16,-26
PHI,03/30/2008,PHI @ CLE,L,239,88,36,82,43.9,3,13,23.1,13,18,72.2,9,28,37,19,9,10,13,19,-3
MIN,03/30/2008,MIN vs. UTA,W,239,110,42,79,53.2,3,10,30,23,29,79.3,13,22,35,20,7,3,13,23,7
SEA,03/30/2008,SEA vs. SAC,L,239,107,44,92,47.8,8,17,47.1,11,15,73.3,11,20,31,24,6,4,13,25,-13
BOS,03/30/2008,BOS vs. MIA,W,240,88,32,83,38.6,7,27,25.9,17,22,77.3,22,32,54,23,13,4,14,25,26
DAL,03/30/2008,DAL @ GSW,L,241,104,35,78,44.9,6,17,35.3,28,32,87.5,9,28,37,28,5,3,13,27,-10
CLE,03/30/2008,CLE vs. PHI,W,239,91,38,83,45.8,8,20,40,7,9,77.8,14,30,44,27,7,10,14,16,3
LAL,03/30/2008,LAL vs. WAS,W,265,126,43,87,49.4,14,27,51.9,26,32,81.3,9,35,44,35,2,9,8,21,6
GSW,03/30/2008,GSW vs. DAL,W,238,114,40,85,47.1,6,21,28.6,28,36,77.8,15,31,46,18,4,4,8,23,10
SAC,03/30/2008,SAC @ SEA,W,239,120,43,78,55.1,6,17,35.3,28,32,87.5,10,32,42,24,11,4,14,18,13
ATL,03/30/2008,ATL vs. NYK,W,241,114,44,85,51.8,3,13,23.1,23,31,74.2,15,34,49,32,7,7,16,19,5
TOR,03/30/2008,TOR vs. NOH,L,240,111,45,86,52.3,9,21,42.9,12,12,100,8,26,34,31,4,2,11,14,-7
UTA,03/30/2008,UTA @ MIN,L,240,103,41,76,53.9,1,12,8.3,20,26,76.9,13,23,36,31,6,5,17,23,-7
SAS,03/30/2008,SAS vs. HOU,W,240,109,44,83,53,4,9,44.4,17,21,81,10,35,45,21,2,5,5,17,21
NYK,03/30/2008,NYK @ ATL,L,241,109,41,88,46.6,9,19,47.4,18,24,75,11,28,39,25,9,5,13,23,-5
GSW,03/29/2008,GSW @ DEN,L,238,112,42,104,40.4,10,30,33.3,18,21,85.7,15,36,51,24,7,5,13,19,-7
MEM,03/29/2008,MEM @ LAC,L,241,97,38,80,47.5,1,14,7.1,20,27,74.1,9,24,33,17,4,3,17,22,-13
MIL,03/29/2008,MIL @ CHI,L,240,111,44,98,44.9,4,12,33.3,19,21,90.5,14,26,40,28,7,8,10,24,-3
PHX,03/29/2008,PHX @ NJN,W,240,110,38,77,49.4,5,14,35.7,29,41,70.7,9,34,43,29,7,3,17,27,6
DET,03/29/2008,DET vs. CLE,W,239,85,33,73,45.2,1,12,8.3,18,21,85.7,11,32,43,17,8,10,11,19,14
CHA,03/29/2008,CHA @ POR,W,241,93,38,76,50,6,17,35.3,11,20,55,6,26,32,26,8,6,13,20,8
DEN,03/29/2008,DEN vs. GSW,W,240,119,46,100,46,5,24,20.8,22,29,75.9,15,43,58,36,9,8,12,18,7
POR,03/29/2008,POR vs. CHA,L,239,85,33,91,36.3,7,29,24.1,12,17,70.6,23,34,57,16,6,6,16,23,-8
CLE,03/29/2008,CLE @ DET,L,240,71,27,74,36.5,2,10,20,15,21,71.4,11,26,37,19,6,4,11,15,-14
CHI,03/29/2008,CHI vs. MIL,W,240,114,38,80,47.5,5,12,41.7,33,39,84.6,12,33,45,23,8,7,12,19,3
NJN,03/29/2008,NJN vs. PHX,L,241,104,40,91,44,6,15,40,18,25,72,12,28,40,27,7,3,13,28,-6
LAC,03/29/2008,LAC vs. MEM,W,240,110,42,79,53.2,3,19,15.8,23,28,82.1,10,33,43,29,10,6,15,24,13
LAC,03/28/2008,LAC @ UTA,L,240,101,34,66,51.5,4,11,36.4,29,32,90.6,7,22,29,23,5,1,17,21,-20
NOH,03/28/2008,NOH @ BOS,L,241,92,34,78,43.6,9,24,37.5,15,26,57.7,7,22,29,17,4,4,7,21,-20
WAS,03/28/2008,WAS @ SAC,W,239,114,41,89,46.1,8,20,40,24,30,80,12,30,42,20,8,3,14,21,6
ATL,03/28/2008,ATL vs. CHI,W,240,106,34,78,43.6,6,14,42.9,32,44,72.7,15,31,46,21,6,6,10,23,3
NYK,03/28/2008,NYK @ TOR,L,240,95,33,84,39.3,6,13,46.2,23,34,67.6,11,27,38,21,4,1,8,22,-8
PHX,03/28/2008,PHX @ PHI,W,240,107,41,80,51.3,9,20,45,16,22,72.7,11,28,39,33,5,9,15,25,14
MIN,03/28/2008,MIN @ SAS,L,240,84,36,81,44.4,5,12,41.7,7,8,87.5,9,24,33,21,5,4,12,21,-15
IND,03/28/2008,IND vs. NJN,W,240,123,41,90,45.6,14,25,56,27,34,79.4,7,38,45,23,5,6,9,26,8
TOR,03/28/2008,TOR vs. NYK,W,240,103,38,75,50.7,7,23,30.4,20,26,76.9,6,39,45,24,4,3,13,22,8
SAS,03/28/2008,SAS vs. MIN,W,239,99,38,71,53.5,9,19,47.4,14,16,87.5,5,35,40,20,4,2,15,16,15
SAC,03/28/2008,SAC vs. WAS,L,239,108,36,74,48.6,8,19,42.1,28,33,84.8,6,33,39,16,10,5,19,19,-6
SEA,03/28/2008,SEA vs. CHA,L,240,93,38,82,46.3,4,15,26.7,13,16,81.3,6,33,39,17,6,6,13,21,-3
NJN,03/28/2008,NJN @ IND,L,240,115,40,94,42.6,10,29,34.5,25,31,80.6,11,39,50,19,5,6,11,26,-8
ORL,03/28/2008,ORL @ MIL,W,240,103,35,79,44.3,10,28,35.7,23,30,76.7,8,36,44,18,9,6,14,18,17
CHA,03/28/2008,CHA @ SEA,W,240,96,34,78,43.6,10,19,52.6,18,23,78.3,6,27,33,20,11,3,9,16,3
MEM,03/28/2008,MEM @ LAL,W,241,114,40,81,49.4,2,12,16.7,32,38,84.2,8,39,47,19,4,7,15,16,3
MIL,03/28/2008,MIL vs. ORL,L,242,86,35,102,34.3,3,12,25,13,18,72.2,25,34,59,15,8,5,12,22,-17
BOS,03/28/2008,BOS vs. NOH,W,241,112,44,74,59.5,4,16,25,20,22,90.9,2,38,40,26,2,3,6,24,20
LAL,03/28/2008,LAL vs. MEM,L,239,111,41,104,39.4,15,45,33.3,14,16,87.5,18,29,47,32,8,11,10,26,-3
CHI,03/28/2008,CHI @ ATL,L,242,103,37,81,45.7,9,18,50,20,28,71.4,9,27,36,31,5,7,13,31,-3
UTA,03/28/2008,UTA vs. LAC,W,240,121,48,83,57.8,6,15,40,19,25,76,17,23,40,25,10,3,10,24,20
PHI,03/28/2008,PHI vs. PHX,L,240,93,35,89,39.3,1,8,12.5,22,30,73.3,22,27,49,21,6,6,14,25,-14
MIA,03/27/2008,MIA @ DET,L,239,69,24,67,35.8,2,15,13.3,19,22,86.4,8,26,34,17,7,1,13,22,-16
DAL,03/27/2008,DAL @ DEN,L,241,105,41,81,50.6,6,23,26.1,17,26,65.4,13,26,39,30,8,1,17,23,-13
DEN,03/27/2008,DEN vs. DAL,W,240,118,43,88,48.9,7,19,36.8,25,30,83.3,16,25,41,31,8,3,9,21,13
POR,03/27/2008,POR @ GSW,L,241,95,35,87,40.2,9,16,56.3,16,17,94.1,16,25,41,22,3,3,13,23,-16
GSW,03/27/2008,GSW vs. POR,W,238,111,39,84,46.4,11,24,45.8,22,26,84.6,15,31,46,20,9,7,9,17,16
DET,03/27/2008,DET vs. MIA,W,241,85,32,68,47.1,2,10,20,19,27,70.4,9,28,37,20,7,6,11,16,16
MIN,03/26/2008,MIN @ HOU,L,239,86,33,77,42.9,6,13,46.2,14,19,73.7,7,31,38,19,10,6,14,17,-11
MEM,03/26/2008,MEM @ SAC,L,265,106,42,86,48.8,6,23,26.1,16,22,72.7,10,34,44,21,9,5,23,32,-1
LAC,03/26/2008,LAC @ SAS,L,240,88,30,77,39,2,9,22.2,26,32,81.3,9,31,40,14,5,4,8,22,-9
HOU,03/26/2008,HOU vs. MIN,W,240,97,40,94,42.6,4,19,21.1,13,17,76.5,20,38,58,22,11,2,12,14,11
CHI,03/26/2008,CHI @ PHI,L,239,99,34,86,39.5,11,25,44,20,24,83.3,15,26,41,23,4,4,14,23,-22
CHA,03/26/2008,CHA @ LAL,W,239,108,39,78,50,11,24,45.8,19,28,67.9,11,41,52,26,7,5,18,21,13
DET,03/26/2008,DET @ TOR,L,239,82,31,76,40.8,9,18,50,11,13,84.6,12,29,41,20,8,6,14,18,-11
SAS,03/26/2008,SAS vs. LAC,W,241,97,36,72,50,6,18,33.3,19,27,70.4,7,34,41,17,5,5,10,19,9
NJN,03/26/2008,NJN vs. IND,W,240,124,43,79,54.4,13,26,50,25,37,67.6,8,35,43,29,3,5,10,17,7
SEA,03/26/2008,SEA vs. WAS,L,241,99,39,85,45.9,1,9,11.1,20,24,83.3,16,33,49,18,6,2,13,16,-5
LAL,03/26/2008,LAL vs. CHA,L,240,95,34,83,41,8,27,29.6,19,25,76,10,30,40,20,10,4,13,19,-13
PHI,03/26/2008,PHI vs. CHI,W,238,121,44,81,54.3,11,25,44,22,32,68.8,11,35,46,36,12,6,10,18,22
NOH,03/26/2008,NOH @ CLE,W,240,100,35,80,43.8,11,22,50,19,22,86.4,11,22,33,27,6,4,8,17,1
NYK,03/26/2008,NYK vs. MIA,W,266,103,40,99,40.4,7,20,35,16,27,59.3,27,42,69,16,9,4,14,20,7
ATL,03/26/2008,ATL vs. MIL,W,240,115,43,75,57.3,7,19,36.8,22,30,73.3,8,19,27,25,9,5,11,24,19
IND,03/26/2008,IND @ NJN,L,240,117,41,89,46.1,14,30,46.7,21,23,91.3,10,31,41,30,5,4,7,25,-7
CLE,03/26/2008,CLE vs. NOH,L,240,99,41,82,50,5,17,29.4,12,18,66.7,17,31,48,23,4,8,13,21,-1
MIL,03/26/2008,MIL @ ATL,L,239,96,38,79,48.1,4,10,40,16,23,69.6,18,23,41,23,6,5,20,25,-19
BOS,03/26/2008,BOS vs. PHX,W,240,117,45,86,52.3,5,13,38.5,22,28,78.6,17,24,41,27,10,4,14,21,20
SAC,03/26/2008,SAC vs. MEM,W,265,107,35,88,39.8,7,30,23.3,30,31,96.8,11,35,46,24,12,2,18,20,1
PHX,03/26/2008,PHX @ BOS,L,241,97,38,68,55.9,4,13,30.8,17,19,89.5,4,23,27,27,6,3,21,20,-20
WAS,03/26/2008,WAS @ SEA,W,240,104,38,82,46.3,10,28,35.7,18,20,90,8,24,32,22,11,6,9,21,5
TOR,03/26/2008,TOR vs. DET,W,240,89,36,73,49.3,5,13,38.5,12,13,92.3,4,31,35,26,6,8,11,13,7
MIA,03/26/2008,MIA @ NYK,L,264,96,32,86,37.2,15,31,48.4,17,25,68,11,31,42,22,11,6,10,20,-7
NOH,03/25/2008,NOH @ IND,W,241,114,39,79,49.4,6,15,40,30,39,76.9,8,29,37,20,11,6,9,20,8
LAC,03/25/2008,LAC @ DAL,L,240,90,34,77,44.2,3,16,18.8,19,24,79.2,10,26,36,15,8,5,15,21,-13
ORL,03/25/2008,ORL vs. SAS,L,240,97,35,77,45.5,7,16,43.8,20,30,66.7,10,31,41,15,8,2,11,25,-10
WAS,03/25/2008,WAS @ POR,L,241,82,29,81,35.8,8,20,40,16,20,80,12,24,36,19,5,3,7,18,-20
ATL,03/25/2008,ATL @ CHI,L,239,94,35,84,41.7,5,14,35.7,19,26,73.1,12,30,42,17,8,4,15,14,-9
UTA,03/25/2008,UTA vs. CHA,W,239,128,45,84,53.6,7,15,46.7,31,39,79.5,20,29,49,31,12,8,15,25,22
SAS,03/25/2008,SAS @ ORL,W,240,107,40,74,54.1,7,18,38.9,20,26,76.9,4,31,35,20,3,4,10,18,10
